"","det_num","fdr","tdr","alpha","method","delta","op"
"15696",20,0,0.434782608695652,0.4,"mdr",0.3,0.1
"15697",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"15698",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"15699",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"15700",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"15701",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"15702",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"15703",43,0.0465116279069767,0.891304347826087,0.1,"sda",0.3,0.1
"15704",41,0,0.891304347826087,0.15,"sda",0.3,0.1
"15705",51,0.176470588235294,0.91304347826087,0.2,"sda",0.3,0.1
"15706",51,0.176470588235294,0.91304347826087,0.25,"sda",0.3,0.1
"15707",51,0.176470588235294,0.91304347826087,0.3,"sda",0.3,0.1
"15708",55,0.236363636363636,0.91304347826087,0.4,"sda",0.3,0.1
"15709",138,0.695652173913043,0.91304347826087,0.1,"mdr",0.3,0.1
"15710",92,0.543478260869565,0.91304347826087,0.15,"mdr",0.3,0.1
"15711",66,0.378787878787879,0.891304347826087,0.2,"mdr",0.3,0.1
"15712",52,0.230769230769231,0.869565217391304,0.25,"mdr",0.3,0.1
"15713",41,0.121951219512195,0.782608695652174,0.3,"mdr",0.3,0.1
"15714",30,0.0333333333333333,0.630434782608696,0.4,"mdr",0.3,0.1
"15715",3,0,0.0652173913043478,0.1,"leb",0.3,0.1
"15716",3,0,0.0652173913043478,0.15,"leb",0.3,0.1
"15717",3,0,0.0652173913043478,0.2,"leb",0.3,0.1
"15718",3,0,0.0652173913043478,0.25,"leb",0.3,0.1
"15719",3,0,0.0652173913043478,0.3,"leb",0.3,0.1
"15720",3,0,0.0652173913043478,0.4,"leb",0.3,0.1
"15721",48,0.125,0.91304347826087,0.1,"sda",0.3,0.1
"15722",47,0.106382978723404,0.91304347826087,0.15,"sda",0.3,0.1
"15723",50,0.16,0.91304347826087,0.2,"sda",0.3,0.1
"15724",48,0.125,0.91304347826087,0.25,"sda",0.3,0.1
"15725",49,0.142857142857143,0.91304347826087,0.3,"sda",0.3,0.1
"15726",62,0.290322580645161,0.956521739130435,0.4,"sda",0.3,0.1
"15727",80,0.45,0.956521739130435,0.1,"mdr",0.3,0.1
"15728",61,0.311475409836066,0.91304347826087,0.15,"mdr",0.3,0.1
"15729",47,0.212765957446809,0.804347826086957,0.2,"mdr",0.3,0.1
"15730",39,0.0769230769230769,0.782608695652174,0.25,"mdr",0.3,0.1
"15731",33,0,0.717391304347826,0.3,"mdr",0.3,0.1
"15732",23,0,0.5,0.4,"mdr",0.3,0.1
"15733",43,0.0697674418604651,0.869565217391304,0.1,"leb",0.3,0.1
"15734",43,0.0697674418604651,0.869565217391304,0.15,"leb",0.3,0.1
"15735",43,0.0697674418604651,0.869565217391304,0.2,"leb",0.3,0.1
"15736",43,0.0697674418604651,0.869565217391304,0.25,"leb",0.3,0.1
"15737",43,0.0697674418604651,0.869565217391304,0.3,"leb",0.3,0.1
"15738",43,0.0697674418604651,0.869565217391304,0.4,"leb",0.3,0.1
"15739",44,0.0681818181818182,0.891304347826087,0.1,"sda",0.3,0.1
"15740",44,0.0681818181818182,0.891304347826087,0.15,"sda",0.3,0.1
"15741",46,0.108695652173913,0.891304347826087,0.2,"sda",0.3,0.1
"15742",49,0.142857142857143,0.91304347826087,0.25,"sda",0.3,0.1
"15743",50,0.16,0.91304347826087,0.3,"sda",0.3,0.1
"15744",53,0.188679245283019,0.934782608695652,0.4,"sda",0.3,0.1
"15745",67,0.417910447761194,0.847826086956522,0.1,"mdr",0.3,0.1
"15746",48,0.270833333333333,0.760869565217391,0.15,"mdr",0.3,0.1
"15747",39,0.102564102564103,0.760869565217391,0.2,"mdr",0.3,0.1
"15748",34,0.0588235294117647,0.695652173913043,0.25,"mdr",0.3,0.1
"15749",29,0,0.630434782608696,0.3,"mdr",0.3,0.1
"15750",20,0,0.434782608695652,0.4,"mdr",0.3,0.1
"15751",0,0,0,0.1,"leb",0.3,0.1
"15752",0,0,0,0.15,"leb",0.3,0.1
"15753",0,0,0,0.2,"leb",0.3,0.1
"15754",0,0,0,0.25,"leb",0.3,0.1
"15755",0,0,0,0.3,"leb",0.3,0.1
"15756",0,0,0,0.4,"leb",0.3,0.1
"15757",46,0.130434782608696,0.869565217391304,0.1,"sda",0.3,0.1
"15758",52,0.173076923076923,0.934782608695652,0.15,"sda",0.3,0.1
"15759",50,0.14,0.934782608695652,0.2,"sda",0.3,0.1
"15760",61,0.295081967213115,0.934782608695652,0.25,"sda",0.3,0.1
"15761",58,0.258620689655172,0.934782608695652,0.3,"sda",0.3,0.1
"15762",64,0.328125,0.934782608695652,0.4,"sda",0.3,0.1
"15763",214,0.789719626168224,0.978260869565217,0.1,"mdr",0.3,0.1
"15764",157,0.713375796178344,0.978260869565217,0.15,"mdr",0.3,0.1
"15765",116,0.629310344827586,0.934782608695652,0.2,"mdr",0.3,0.1
"15766",87,0.505747126436782,0.934782608695652,0.25,"mdr",0.3,0.1
"15767",67,0.373134328358209,0.91304347826087,0.3,"mdr",0.3,0.1
"15768",47,0.148936170212766,0.869565217391304,0.4,"mdr",0.3,0.1
"15769",7,0,0.152173913043478,0.1,"leb",0.3,0.1
"15770",7,0,0.152173913043478,0.15,"leb",0.3,0.1
"15771",7,0,0.152173913043478,0.2,"leb",0.3,0.1
"15772",7,0,0.152173913043478,0.25,"leb",0.3,0.1
"15773",7,0,0.152173913043478,0.3,"leb",0.3,0.1
"15774",7,0,0.152173913043478,0.4,"leb",0.3,0.1
"15775",50,0.2,0.869565217391304,0.1,"sda",0.3,0.1
"15776",50,0.2,0.869565217391304,0.15,"sda",0.3,0.1
"15777",56,0.285714285714286,0.869565217391304,0.2,"sda",0.3,0.1
"15778",61,0.327868852459016,0.891304347826087,0.25,"sda",0.3,0.1
"15779",60,0.283333333333333,0.934782608695652,0.3,"sda",0.3,0.1
"15780",70,0.4,0.91304347826087,0.4,"sda",0.3,0.1
"15781",173,0.734104046242775,1,0.1,"mdr",0.3,0.1
"15782",122,0.647540983606557,0.934782608695652,0.15,"mdr",0.3,0.1
"15783",88,0.534090909090909,0.891304347826087,0.2,"mdr",0.3,0.1
"15784",67,0.388059701492537,0.891304347826087,0.25,"mdr",0.3,0.1
"15785",55,0.272727272727273,0.869565217391304,0.3,"mdr",0.3,0.1
"15786",40,0.15,0.739130434782609,0.4,"mdr",0.3,0.1
"15787",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"15788",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"15789",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"15790",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"15791",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"15792",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"15793",44,0.0909090909090909,0.869565217391304,0.1,"sda",0.3,0.1
"15794",46,0.130434782608696,0.869565217391304,0.15,"sda",0.3,0.1
"15795",50,0.16,0.91304347826087,0.2,"sda",0.3,0.1
"15796",73,0.397260273972603,0.956521739130435,0.25,"sda",0.3,0.1
"15797",75,0.413333333333333,0.956521739130435,0.3,"sda",0.3,0.1
"15798",70,0.4,0.91304347826087,0.4,"sda",0.3,0.1
"15799",85,0.529411764705882,0.869565217391304,0.1,"mdr",0.3,0.1
"15800",61,0.39344262295082,0.804347826086957,0.15,"mdr",0.3,0.1
"15801",48,0.3125,0.717391304347826,0.2,"mdr",0.3,0.1
"15802",39,0.179487179487179,0.695652173913043,0.25,"mdr",0.3,0.1
"15803",31,0.161290322580645,0.565217391304348,0.3,"mdr",0.3,0.1
"15804",21,0.0952380952380952,0.41304347826087,0.4,"mdr",0.3,0.1
"15805",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"15806",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"15807",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"15808",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"15809",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"15810",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"15811",47,0.0851063829787234,0.934782608695652,0.1,"sda",0.3,0.1
"15812",50,0.12,0.956521739130435,0.15,"sda",0.3,0.1
"15813",57,0.210526315789474,0.978260869565217,0.2,"sda",0.3,0.1
"15814",56,0.196428571428571,0.978260869565217,0.25,"sda",0.3,0.1
"15815",64,0.296875,0.978260869565217,0.3,"sda",0.3,0.1
"15816",66,0.303030303030303,1,0.4,"sda",0.3,0.1
"15817",88,0.511363636363636,0.934782608695652,0.1,"mdr",0.3,0.1
"15818",62,0.354838709677419,0.869565217391304,0.15,"mdr",0.3,0.1
"15819",48,0.1875,0.847826086956522,0.2,"mdr",0.3,0.1
"15820",39,0.102564102564103,0.760869565217391,0.25,"mdr",0.3,0.1
"15821",33,0.0303030303030303,0.695652173913043,0.3,"mdr",0.3,0.1
"15822",26,0.0384615384615385,0.543478260869565,0.4,"mdr",0.3,0.1
"15823",37,0,0.804347826086957,0.1,"leb",0.3,0.1
"15824",37,0,0.804347826086957,0.15,"leb",0.3,0.1
"15825",37,0,0.804347826086957,0.2,"leb",0.3,0.1
"15826",37,0,0.804347826086957,0.25,"leb",0.3,0.1
"15827",37,0,0.804347826086957,0.3,"leb",0.3,0.1
"15828",37,0,0.804347826086957,0.4,"leb",0.3,0.1
"15829",46,0.0434782608695652,0.956521739130435,0.1,"sda",0.3,0.1
"15830",49,0.102040816326531,0.956521739130435,0.15,"sda",0.3,0.1
"15831",51,0.137254901960784,0.956521739130435,0.2,"sda",0.3,0.1
"15832",52,0.153846153846154,0.956521739130435,0.25,"sda",0.3,0.1
"15833",52,0.153846153846154,0.956521739130435,0.3,"sda",0.3,0.1
"15834",58,0.241379310344828,0.956521739130435,0.4,"sda",0.3,0.1
"15835",79,0.443037974683544,0.956521739130435,0.1,"mdr",0.3,0.1
"15836",59,0.305084745762712,0.891304347826087,0.15,"mdr",0.3,0.1
"15837",48,0.208333333333333,0.826086956521739,0.2,"mdr",0.3,0.1
"15838",40,0.1,0.782608695652174,0.25,"mdr",0.3,0.1
"15839",33,0.0303030303030303,0.695652173913043,0.3,"mdr",0.3,0.1
"15840",25,0,0.543478260869565,0.4,"mdr",0.3,0.1
"15841",0,0,0,0.1,"leb",0.3,0.1
"15842",0,0,0,0.15,"leb",0.3,0.1
"15843",0,0,0,0.2,"leb",0.3,0.1
"15844",0,0,0,0.25,"leb",0.3,0.1
"15845",0,0,0,0.3,"leb",0.3,0.1
"15846",0,0,0,0.4,"leb",0.3,0.1
"15847",51,0.117647058823529,0.978260869565217,0.1,"sda",0.3,0.1
"15848",54,0.148148148148148,1,0.15,"sda",0.3,0.1
"15849",58,0.206896551724138,1,0.2,"sda",0.3,0.1
"15850",59,0.254237288135593,0.956521739130435,0.25,"sda",0.3,0.1
"15851",63,0.285714285714286,0.978260869565217,0.3,"sda",0.3,0.1
"15852",66,0.318181818181818,0.978260869565217,0.4,"sda",0.3,0.1
"15853",122,0.622950819672131,1,0.1,"mdr",0.3,0.1
"15854",83,0.457831325301205,0.978260869565217,0.15,"mdr",0.3,0.1
"15855",64,0.3125,0.956521739130435,0.2,"mdr",0.3,0.1
"15856",55,0.254545454545455,0.891304347826087,0.25,"mdr",0.3,0.1
"15857",48,0.1875,0.847826086956522,0.3,"mdr",0.3,0.1
"15858",37,0.0810810810810811,0.739130434782609,0.4,"mdr",0.3,0.1
"15859",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"15860",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"15861",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"15862",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"15863",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"15864",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"15865",48,0.0833333333333333,0.956521739130435,0.1,"sda",0.3,0.1
"15866",49,0.102040816326531,0.956521739130435,0.15,"sda",0.3,0.1
"15867",50,0.12,0.956521739130435,0.2,"sda",0.3,0.1
"15868",54,0.185185185185185,0.956521739130435,0.25,"sda",0.3,0.1
"15869",56,0.214285714285714,0.956521739130435,0.3,"sda",0.3,0.1
"15870",61,0.278688524590164,0.956521739130435,0.4,"sda",0.3,0.1
"15871",153,0.705882352941177,0.978260869565217,0.1,"mdr",0.3,0.1
"15872",100,0.56,0.956521739130435,0.15,"mdr",0.3,0.1
"15873",68,0.367647058823529,0.934782608695652,0.2,"mdr",0.3,0.1
"15874",50,0.24,0.826086956521739,0.25,"mdr",0.3,0.1
"15875",42,0.142857142857143,0.782608695652174,0.3,"mdr",0.3,0.1
"15876",32,0,0.695652173913043,0.4,"mdr",0.3,0.1
"15877",31,0.032258064516129,0.652173913043478,0.1,"leb",0.3,0.1
"15878",31,0.032258064516129,0.652173913043478,0.15,"leb",0.3,0.1
"15879",31,0.032258064516129,0.652173913043478,0.2,"leb",0.3,0.1
"15880",31,0.032258064516129,0.652173913043478,0.25,"leb",0.3,0.1
"15881",31,0.032258064516129,0.652173913043478,0.3,"leb",0.3,0.1
"15882",31,0.032258064516129,0.652173913043478,0.4,"leb",0.3,0.1
"15883",46,0.152173913043478,0.847826086956522,0.1,"sda",0.3,0.1
"15884",46,0.152173913043478,0.847826086956522,0.15,"sda",0.3,0.1
"15885",48,0.1875,0.847826086956522,0.2,"sda",0.3,0.1
"15886",50,0.22,0.847826086956522,0.25,"sda",0.3,0.1
"15887",52,0.25,0.847826086956522,0.3,"sda",0.3,0.1
"15888",61,0.360655737704918,0.847826086956522,0.4,"sda",0.3,0.1
"15889",178,0.752808988764045,0.956521739130435,0.1,"mdr",0.3,0.1
"15890",131,0.687022900763359,0.891304347826087,0.15,"mdr",0.3,0.1
"15891",101,0.603960396039604,0.869565217391304,0.2,"mdr",0.3,0.1
"15892",81,0.530864197530864,0.826086956521739,0.25,"mdr",0.3,0.1
"15893",67,0.477611940298507,0.760869565217391,0.3,"mdr",0.3,0.1
"15894",48,0.3125,0.717391304347826,0.4,"mdr",0.3,0.1
"15895",0,0,0,0.1,"leb",0.3,0.1
"15896",0,0,0,0.15,"leb",0.3,0.1
"15897",0,0,0,0.2,"leb",0.3,0.1
"15898",0,0,0,0.25,"leb",0.3,0.1
"15899",0,0,0,0.3,"leb",0.3,0.1
"15900",0,0,0,0.4,"leb",0.3,0.1
"15901",53,0.150943396226415,0.978260869565217,0.1,"sda",0.3,0.1
"15902",54,0.148148148148148,1,0.15,"sda",0.3,0.1
"15903",58,0.206896551724138,1,0.2,"sda",0.3,0.1
"15904",60,0.233333333333333,1,0.25,"sda",0.3,0.1
"15905",61,0.245901639344262,1,0.3,"sda",0.3,0.1
"15906",74,0.378378378378378,1,0.4,"sda",0.3,0.1
"15907",239,0.807531380753138,1,0.1,"mdr",0.3,0.1
"15908",171,0.730994152046784,1,0.15,"mdr",0.3,0.1
"15909",123,0.642276422764228,0.956521739130435,0.2,"mdr",0.3,0.1
"15910",89,0.51685393258427,0.934782608695652,0.25,"mdr",0.3,0.1
"15911",68,0.382352941176471,0.91304347826087,0.3,"mdr",0.3,0.1
"15912",45,0.177777777777778,0.804347826086957,0.4,"mdr",0.3,0.1
"15913",35,0,0.760869565217391,0.1,"leb",0.3,0.1
"15914",35,0,0.760869565217391,0.15,"leb",0.3,0.1
"15915",35,0,0.760869565217391,0.2,"leb",0.3,0.1
"15916",35,0,0.760869565217391,0.25,"leb",0.3,0.1
"15917",35,0,0.760869565217391,0.3,"leb",0.3,0.1
"15918",35,0,0.760869565217391,0.4,"leb",0.3,0.1
"15919",45,0.0444444444444444,0.934782608695652,0.1,"sda",0.3,0.1
"15920",47,0.0638297872340425,0.956521739130435,0.15,"sda",0.3,0.1
"15921",49,0.0816326530612245,0.978260869565217,0.2,"sda",0.3,0.1
"15922",49,0.0816326530612245,0.978260869565217,0.25,"sda",0.3,0.1
"15923",57,0.210526315789474,0.978260869565217,0.3,"sda",0.3,0.1
"15924",63,0.285714285714286,0.978260869565217,0.4,"sda",0.3,0.1
"15925",48,0.125,0.91304347826087,0.1,"mdr",0.3,0.1
"15926",41,0.0487804878048781,0.847826086956522,0.15,"mdr",0.3,0.1
"15927",37,0.0540540540540541,0.760869565217391,0.2,"mdr",0.3,0.1
"15928",32,0.03125,0.673913043478261,0.25,"mdr",0.3,0.1
"15929",28,0,0.608695652173913,0.3,"mdr",0.3,0.1
"15930",20,0,0.434782608695652,0.4,"mdr",0.3,0.1
"15931",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"15932",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"15933",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"15934",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"15935",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"15936",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"15937",45,0.0888888888888889,0.891304347826087,0.1,"sda",0.3,0.1
"15938",44,0.0681818181818182,0.891304347826087,0.15,"sda",0.3,0.1
"15939",48,0.104166666666667,0.934782608695652,0.2,"sda",0.3,0.1
"15940",49,0.122448979591837,0.934782608695652,0.25,"sda",0.3,0.1
"15941",62,0.306451612903226,0.934782608695652,0.3,"sda",0.3,0.1
"15942",68,0.323529411764706,1,0.4,"sda",0.3,0.1
"15943",159,0.716981132075472,0.978260869565217,0.1,"mdr",0.3,0.1
"15944",111,0.603603603603604,0.956521739130435,0.15,"mdr",0.3,0.1
"15945",84,0.488095238095238,0.934782608695652,0.2,"mdr",0.3,0.1
"15946",66,0.363636363636364,0.91304347826087,0.25,"mdr",0.3,0.1
"15947",54,0.240740740740741,0.891304347826087,0.3,"mdr",0.3,0.1
"15948",39,0.102564102564103,0.760869565217391,0.4,"mdr",0.3,0.1
"15949",0,0,0,0.1,"leb",0.3,0.1
"15950",0,0,0,0.15,"leb",0.3,0.1
"15951",0,0,0,0.2,"leb",0.3,0.1
"15952",0,0,0,0.25,"leb",0.3,0.1
"15953",0,0,0,0.3,"leb",0.3,0.1
"15954",0,0,0,0.4,"leb",0.3,0.1
"15955",47,0.0425531914893617,0.978260869565217,0.1,"sda",0.3,0.1
"15956",50,0.1,0.978260869565217,0.15,"sda",0.3,0.1
"15957",50,0.08,1,0.2,"sda",0.3,0.1
"15958",52,0.115384615384615,1,0.25,"sda",0.3,0.1
"15959",52,0.115384615384615,1,0.3,"sda",0.3,0.1
"15960",54,0.148148148148148,1,0.4,"sda",0.3,0.1
"15961",112,0.589285714285714,1,0.1,"mdr",0.3,0.1
"15962",80,0.4375,0.978260869565217,0.15,"mdr",0.3,0.1
"15963",63,0.301587301587302,0.956521739130435,0.2,"mdr",0.3,0.1
"15964",54,0.222222222222222,0.91304347826087,0.25,"mdr",0.3,0.1
"15965",47,0.127659574468085,0.891304347826087,0.3,"mdr",0.3,0.1
"15966",34,0,0.739130434782609,0.4,"mdr",0.3,0.1
"15967",0,0,0,0.1,"leb",0.3,0.1
"15968",0,0,0,0.15,"leb",0.3,0.1
"15969",0,0,0,0.2,"leb",0.3,0.1
"15970",0,0,0,0.25,"leb",0.3,0.1
"15971",0,0,0,0.3,"leb",0.3,0.1
"15972",0,0,0,0.4,"leb",0.3,0.1
"15973",51,0.137254901960784,0.956521739130435,0.1,"sda",0.3,0.1
"15974",57,0.210526315789474,0.978260869565217,0.15,"sda",0.3,0.1
"15975",51,0.137254901960784,0.956521739130435,0.2,"sda",0.3,0.1
"15976",55,0.218181818181818,0.934782608695652,0.25,"sda",0.3,0.1
"15977",64,0.328125,0.934782608695652,0.3,"sda",0.3,0.1
"15978",67,0.343283582089552,0.956521739130435,0.4,"sda",0.3,0.1
"15979",367,0.874659400544959,1,0.1,"mdr",0.3,0.1
"15980",315,0.857142857142857,0.978260869565217,0.15,"mdr",0.3,0.1
"15981",266,0.830827067669173,0.978260869565217,0.2,"mdr",0.3,0.1
"15982",219,0.794520547945205,0.978260869565217,0.25,"mdr",0.3,0.1
"15983",176,0.744318181818182,0.978260869565217,0.3,"mdr",0.3,0.1
"15984",110,0.618181818181818,0.91304347826087,0.4,"mdr",0.3,0.1
"15985",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"15986",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"15987",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"15988",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"15989",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"15990",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"15991",42,0.0714285714285714,0.847826086956522,0.1,"sda",0.3,0.1
"15992",50,0.2,0.869565217391304,0.15,"sda",0.3,0.1
"15993",51,0.196078431372549,0.891304347826087,0.2,"sda",0.3,0.1
"15994",54,0.222222222222222,0.91304347826087,0.25,"sda",0.3,0.1
"15995",54,0.222222222222222,0.91304347826087,0.3,"sda",0.3,0.1
"15996",57,0.263157894736842,0.91304347826087,0.4,"sda",0.3,0.1
"15997",69,0.376811594202899,0.934782608695652,0.1,"mdr",0.3,0.1
"15998",51,0.254901960784314,0.826086956521739,0.15,"mdr",0.3,0.1
"15999",42,0.119047619047619,0.804347826086957,0.2,"mdr",0.3,0.1
"16000",38,0.0789473684210526,0.760869565217391,0.25,"mdr",0.3,0.1
"16001",35,0.0857142857142857,0.695652173913043,0.3,"mdr",0.3,0.1
"16002",27,0.037037037037037,0.565217391304348,0.4,"mdr",0.3,0.1
"16003",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"16004",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"16005",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"16006",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"16007",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"16008",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"16009",44,0.0227272727272727,0.934782608695652,0.1,"sda",0.3,0.1
"16010",45,0.0222222222222222,0.956521739130435,0.15,"sda",0.3,0.1
"16011",46,0.0434782608695652,0.956521739130435,0.2,"sda",0.3,0.1
"16012",46,0.0434782608695652,0.956521739130435,0.25,"sda",0.3,0.1
"16013",47,0.0638297872340425,0.956521739130435,0.3,"sda",0.3,0.1
"16014",50,0.1,0.978260869565217,0.4,"sda",0.3,0.1
"16015",67,0.373134328358209,0.91304347826087,0.1,"mdr",0.3,0.1
"16016",48,0.1875,0.847826086956522,0.15,"mdr",0.3,0.1
"16017",41,0.0731707317073171,0.826086956521739,0.2,"mdr",0.3,0.1
"16018",38,0.0263157894736842,0.804347826086957,0.25,"mdr",0.3,0.1
"16019",34,0,0.739130434782609,0.3,"mdr",0.3,0.1
"16020",28,0,0.608695652173913,0.4,"mdr",0.3,0.1
"16021",0,0,0,0.1,"leb",0.3,0.1
"16022",0,0,0,0.15,"leb",0.3,0.1
"16023",0,0,0,0.2,"leb",0.3,0.1
"16024",0,0,0,0.25,"leb",0.3,0.1
"16025",0,0,0,0.3,"leb",0.3,0.1
"16026",0,0,0,0.4,"leb",0.3,0.1
"16027",47,0.127659574468085,0.891304347826087,0.1,"sda",0.3,0.1
"16028",48,0.1875,0.847826086956522,0.15,"sda",0.3,0.1
"16029",58,0.275862068965517,0.91304347826087,0.2,"sda",0.3,0.1
"16030",57,0.298245614035088,0.869565217391304,0.25,"sda",0.3,0.1
"16031",73,0.438356164383562,0.891304347826087,0.3,"sda",0.3,0.1
"16032",83,0.493975903614458,0.91304347826087,0.4,"sda",0.3,0.1
"16033",240,0.816666666666667,0.956521739130435,0.1,"mdr",0.3,0.1
"16034",175,0.754285714285714,0.934782608695652,0.15,"mdr",0.3,0.1
"16035",132,0.681818181818182,0.91304347826087,0.2,"mdr",0.3,0.1
"16036",102,0.588235294117647,0.91304347826087,0.25,"mdr",0.3,0.1
"16037",80,0.5125,0.847826086956522,0.3,"mdr",0.3,0.1
"16038",50,0.3,0.760869565217391,0.4,"mdr",0.3,0.1
"16039",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"16040",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"16041",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"16042",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"16043",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"16044",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"16045",39,0.0769230769230769,0.782608695652174,0.1,"sda",0.3,0.1
"16046",45,0.177777777777778,0.804347826086957,0.15,"sda",0.3,0.1
"16047",49,0.183673469387755,0.869565217391304,0.2,"sda",0.3,0.1
"16048",51,0.196078431372549,0.891304347826087,0.25,"sda",0.3,0.1
"16049",61,0.311475409836066,0.91304347826087,0.3,"sda",0.3,0.1
"16050",65,0.353846153846154,0.91304347826087,0.4,"sda",0.3,0.1
"16051",332,0.86144578313253,1,0.1,"mdr",0.3,0.1
"16052",270,0.82962962962963,1,0.15,"mdr",0.3,0.1
"16053",215,0.786046511627907,1,0.2,"mdr",0.3,0.1
"16054",164,0.725609756097561,0.978260869565217,0.25,"mdr",0.3,0.1
"16055",127,0.645669291338583,0.978260869565217,0.3,"mdr",0.3,0.1
"16056",76,0.473684210526316,0.869565217391304,0.4,"mdr",0.3,0.1
"16057",2,0,0.0434782608695652,0.1,"leb",0.3,0.1
"16058",2,0,0.0434782608695652,0.15,"leb",0.3,0.1
"16059",2,0,0.0434782608695652,0.2,"leb",0.3,0.1
"16060",2,0,0.0434782608695652,0.25,"leb",0.3,0.1
"16061",2,0,0.0434782608695652,0.3,"leb",0.3,0.1
"16062",2,0,0.0434782608695652,0.4,"leb",0.3,0.1
"16063",46,0.0869565217391304,0.91304347826087,0.1,"sda",0.3,0.1
"16064",49,0.122448979591837,0.934782608695652,0.15,"sda",0.3,0.1
"16065",52,0.153846153846154,0.956521739130435,0.2,"sda",0.3,0.1
"16066",56,0.214285714285714,0.956521739130435,0.25,"sda",0.3,0.1
"16067",60,0.25,0.978260869565217,0.3,"sda",0.3,0.1
"16068",70,0.357142857142857,0.978260869565217,0.4,"sda",0.3,0.1
"16069",129,0.65891472868217,0.956521739130435,0.1,"mdr",0.3,0.1
"16070",89,0.51685393258427,0.934782608695652,0.15,"mdr",0.3,0.1
"16071",66,0.363636363636364,0.91304347826087,0.2,"mdr",0.3,0.1
"16072",54,0.240740740740741,0.891304347826087,0.25,"mdr",0.3,0.1
"16073",46,0.217391304347826,0.782608695652174,0.3,"mdr",0.3,0.1
"16074",35,0.142857142857143,0.652173913043478,0.4,"mdr",0.3,0.1
"16075",1,0,0.0217391304347826,0.1,"leb",0.3,0.1
"16076",1,0,0.0217391304347826,0.15,"leb",0.3,0.1
"16077",1,0,0.0217391304347826,0.2,"leb",0.3,0.1
"16078",1,0,0.0217391304347826,0.25,"leb",0.3,0.1
"16079",1,0,0.0217391304347826,0.3,"leb",0.3,0.1
"16080",1,0,0.0217391304347826,0.4,"leb",0.3,0.1
"16081",48,0.104166666666667,0.934782608695652,0.1,"sda",0.3,0.1
"16082",52,0.153846153846154,0.956521739130435,0.15,"sda",0.3,0.1
"16083",52,0.153846153846154,0.956521739130435,0.2,"sda",0.3,0.1
"16084",62,0.274193548387097,0.978260869565217,0.25,"sda",0.3,0.1
"16085",65,0.323076923076923,0.956521739130435,0.3,"sda",0.3,0.1
"16086",67,0.343283582089552,0.956521739130435,0.4,"sda",0.3,0.1
"16087",184,0.755434782608696,0.978260869565217,0.1,"mdr",0.3,0.1
"16088",135,0.666666666666667,0.978260869565217,0.15,"mdr",0.3,0.1
"16089",103,0.563106796116505,0.978260869565217,0.2,"mdr",0.3,0.1
"16090",81,0.444444444444444,0.978260869565217,0.25,"mdr",0.3,0.1
